,State,City,Population,V_crime,Murder,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,city,city_ascii,state_name,county_fips,county_name,population,density,source,incorporated,ranking,isMetro,areaname,family_member_count,housing_cost,food_cost,transportation_cost,healthcare_cost,other_necessities_cost,taxes,total_cost,median_family_income
227701,MISSOURI,CREVE COEUR,"18,829",14,0.0,1,2,11,289,31,224,34,CREVE COEUR,Creve Coeur,MISSOURI,29189,ST. LOUIS,18622,699,polygon,True,3,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
227721,MINNESOTA,BABBITT,"1,498",0,0.0,0,0,0,8,2,6,0,BABBITT,Babbitt,MINNESOTA,27137,ST. LOUIS,1484,5,polygon,True,3,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
227741,MINNESOTA,GILBERT,"1,788",3,0.0,2,0,1,56,5,50,1,GILBERT,Gilbert,MINNESOTA,27137,ST. LOUIS,1780,58,polygon,True,3,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
227761,MISSOURI,HAZELWOOD,"25,146",113,2.0,5,33,73,695,127,432,136,HAZELWOOD,Hazelwood,MISSOURI,29189,ST. LOUIS,25117,604,polygon,True,3,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
227781,MISSOURI,GLENDALE,"5,873",1,0.0,0,1,0,57,6,42,9,GLENDALE,Glendale,MISSOURI,29189,ST. LOUIS,5866,1746,polygon,True,3,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
227801,MISSOURI,VELDA CITY,"1,373",14,0.0,0,2,12,41,17,18,6,VELDA CITY,Velda City,MISSOURI,29189,ST. LOUIS,1360,3221,polygon,False,2,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
227821,MISSOURI,PAGEDALE,"3,293",64,3.0,3,10,48,99,17,62,20,PAGEDALE,Pagedale,MISSOURI,29189,ST. LOUIS,3291,1055,polygon,True,3,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
227841,MISSOURI,FRONTENAC,"3,851",5,0.0,2,1,2,95,6,79,10,FRONTENAC,Frontenac,MISSOURI,29189,ST. LOUIS,3543,475,polygon,True,3,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
227861,MISSOURI,MARYLAND HEIGHTS,"26,964",56,0.0,12,13,31,761,68,614,79,MARYLAND HEIGHTS,Maryland Heights,MISSOURI,29189,ST. LOUIS,26956,475,polygon,True,3,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
227881,MISSOURI,SUNSET HILLS,"8,480",11,0.0,0,4,7,175,13,144,18,SUNSET HILLS,Sunset Hills,MISSOURI,29189,ST. LOUIS,8447,362,polygon,True,3,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
227901,MISSOURI,COUNTRY CLUB HILLS,"1,265",14,0.0,1,4,9,44,5,26,13,COUNTRY CLUB HILLS,Country Club Hills,MISSOURI,29189,ST. LOUIS,1246,2580,polygon,True,2,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
227921,MINNESOTA,PROCTOR,"3,038",5,0.0,3,0,2,91,9,80,2,PROCTOR,Proctor,MINNESOTA,27137,ST. LOUIS,3028,357,polygon,True,3,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
227941,MISSOURI,ST. LOUIS,"300,521","5,792",194.0,265,"1,475","3,858","18,582","3,044","12,540","2,998",ST. LOUIS,St. Louis,MISSOURI,29510,ST. LOUIS,2024074,1879,polygon,True,1,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
227961,MISSOURI,LAKESHIRE,"1,393",1,0.0,0,0,1,4,3,1,0,LAKESHIRE,Lakeshire,MISSOURI,29189,ST. LOUIS,1389,2407,polygon,True,2,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
227981,MISSOURI,FLORDELL HILLS,776,6,0.0,0,1,5,34,12,20,2,FLORDELL HILLS,Flordell Hills,MISSOURI,29189,ST. LOUIS,802,2526,polygon,True,2,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
228001,MINNESOTA,VIRGINIA,"8,398",41,0.0,7,3,31,315,51,239,25,VIRGINIA,Virginia,MINNESOTA,27137,ST. LOUIS,12381,172,polygon,True,3,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
228021,MINNESOTA,CHISHOLM,"4,875",6,0.0,1,0,5,59,5,50,4,CHISHOLM,Chisholm,MINNESOTA,27137,ST. LOUIS,4849,417,polygon,True,3,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
228041,MISSOURI,ELLISVILLE,"9,946",14,0.0,2,1,11,123,12,97,14,ELLISVILLE,Ellisville,MISSOURI,29189,ST. LOUIS,9862,871,polygon,True,3,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
228061,MINNESOTA,DULUTH,"85,846",292,2.0,37,69,184,"3,670",481,"2,977",212,DULUTH,Duluth,MINNESOTA,27137,ST. LOUIS,119476,461,polygon,True,2,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
228081,MISSOURI,EDMUNDSON,830,3,0.0,2,0,1,46,0,30,16,EDMUNDSON,Edmundson,MISSOURI,29189,ST. LOUIS,829,1166,polygon,True,3,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
228101,MISSOURI,MOLINE ACRES,"2,352",22,1.0,2,3,16,90,17,56,17,MOLINE ACRES,Moline Acres,MISSOURI,29189,ST. LOUIS,2346,1581,polygon,True,3,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
228121,MINNESOTA,FLOODWOOD,523,1,0.0,0,0,1,7,0,7,0,FLOODWOOD,Floodwood,MINNESOTA,27137,ST. LOUIS,522,132,polygon,True,3,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
228145,FLORIDA,PORT ST. LUCIE,"199,433",293,7.0,43,47,196,"1,696",177,"1,438",81,PORT ST. LUCIE,Port St. Lucie,FLORIDA,12111,ST. LUCIE,461152,653,polygon,True,2,True,"Port St. Lucie, FL MSA",2p2c,14794.7544,9534.32148,14370.1716,15307.3188,8815.38432,6969.42996,82453.1364,63395.21484375
228155,FLORIDA,FORT PIERCE,"46,597",259,10.0,19,66,164,"1,342",151,"1,051",140,FORT PIERCE,Fort Pierce,FLORIDA,12111,ST. LUCIE,46103,751,polygon,True,3,True,"Port St. Lucie, FL MSA",2p2c,14794.7544,9534.32148,14370.1716,15307.3188,8815.38432,6969.42996,82453.1364,63395.21484375
228164,LOUISIANA,BREAUX BRIDGE,"8,237",42,1.0,2,10,29,605,73,516,16,BREAUX BRIDGE,Breaux Bridge,LOUISIANA,22099,ST. MARTIN,18484,407,polygon,True,3,True,"Lafayette, LA HUD Metro FMR Area",2p2c,8380.49196,9564.30252,15121.8264,18289.0836,6502.10664,7340.90628,74003.8944,59555.91015625
228171,LOUISIANA,BERWICK,"4,416",4,0.0,1,2,1,64,17,46,1,BERWICK,Berwick,LOUISIANA,22101,ST. MARY,4419,289,polygon,True,3,False,"St. Mary Parish, LA",2p2c,10668.0,8964.65988,13266.5508,18392.9844,7113.687,7356.3984,74080.5,52235.66796875
228185,LOUISIANA,MANDEVILLE,"12,331",18,2.0,1,3,12,224,23,195,6,MANDEVILLE,Mandeville,LOUISIANA,22103,ST. TAMMANY,95968,676,polygon,True,3,True,"New Orleans-Metairie, LA HUD Metro FMR Area",2p2c,13829.2488,10553.71284,14637.6252,17462.8128,8834.90844,9800.72676,86321.0388,86531.65625
228195,LOUISIANA,PEARL RIVER,"2,631",19,0.0,0,1,18,48,10,33,5,PEARL RIVER,Pearl River,LOUISIANA,22103,ST. TAMMANY,2610,273,polygon,True,3,True,"New Orleans-Metairie, LA HUD Metro FMR Area",2p2c,13829.2488,10553.71284,14637.6252,17462.8128,8834.90844,9800.72676,86321.0388,86531.65625
228205,LOUISIANA,SLIDELL,"27,768",75,1.0,4,11,59,791,73,674,44,SLIDELL,Slidell,LOUISIANA,22103,ST. TAMMANY,93040,695,polygon,True,3,True,"New Orleans-Metairie, LA HUD Metro FMR Area",2p2c,13829.2488,10553.71284,14637.6252,17462.8128,8834.90844,9800.72676,86321.0388,86531.65625
228223,KANSAS,MACKSVILLE,530,0,0.0,0,0,0,1,0,1,0,MACKSVILLE,Macksville,KANSAS,20185,STAFFORD,530,205,polygon,True,3,False,"Stafford County, KS",2p2c,8616.0,8664.84012,15825.6612,17738.6868,6261.53028,7065.60132,73018.7988,66503.4140625
228236,CALIFORNIA,MODESTO,"216,542","1,758",13.0,94,399,"1,252","7,183","1,149","4,849","1,185",MODESTO,Modesto,CALIFORNIA,6099,STANISLAUS,383134,1933,polygon,True,2,True,"Modesto, CA MSA",2p2c,14688.0,9894.10548,15464.2056,15005.25,8907.06588,7984.1484,84920.2152,69057.1328125
228246,CALIFORNIA,PATTERSON,"22,584",46,0.0,6,14,26,434,81,249,104,PATTERSON,Patterson,CALIFORNIA,6099,STANISLAUS,22930,1115,polygon,True,3,True,"Modesto, CA MSA",2p2c,14688.0,9894.10548,15464.2056,15005.25,8907.06588,7984.1484,84920.2152,69057.1328125
228256,CALIFORNIA,OAKDALE,"23,808",40,1.0,5,9,25,531,99,342,90,OAKDALE,Oakdale,CALIFORNIA,6099,STANISLAUS,23596,1473,polygon,True,3,True,"Modesto, CA MSA",2p2c,14688.0,9894.10548,15464.2056,15005.25,8907.06588,7984.1484,84920.2152,69057.1328125
228266,CALIFORNIA,WATERFORD,"9,021",13,0.0,1,5,7,143,17,76,50,WATERFORD,Waterford,CALIFORNIA,6099,STANISLAUS,9648,1467,polygon,True,3,True,"Modesto, CA MSA",2p2c,14688.0,9894.10548,15464.2056,15005.25,8907.06588,7984.1484,84920.2152,69057.1328125
228276,CALIFORNIA,TURLOCK,"74,120",426,1.0,29,138,258,"2,323",402,"1,483",438,TURLOCK,Turlock,CALIFORNIA,6099,STANISLAUS,107317,1679,polygon,True,2,True,"Modesto, CA MSA",2p2c,14688.0,9894.10548,15464.2056,15005.25,8907.06588,7984.1484,84920.2152,69057.1328125
228286,CALIFORNIA,NEWMAN,"11,844",16,0.0,2,3,11,113,25,68,20,NEWMAN,Newman,CALIFORNIA,6099,STANISLAUS,11784,2206,polygon,True,2,True,"Modesto, CA MSA",2p2c,14688.0,9894.10548,15464.2056,15005.25,8907.06588,7984.1484,84920.2152,69057.1328125
228296,CALIFORNIA,HUGHSON,"7,671",5,0.0,0,0,5,46,8,29,9,HUGHSON,Hughson,CALIFORNIA,6099,STANISLAUS,7565,1503,polygon,True,3,True,"Modesto, CA MSA",2p2c,14688.0,9894.10548,15464.2056,15005.25,8907.06588,7984.1484,84920.2152,69057.1328125
228306,CALIFORNIA,CERES,"49,134",209,1.0,12,59,137,"1,158",239,628,291,CERES,Ceres,CALIFORNIA,6099,STANISLAUS,48706,2009,polygon,True,2,True,"Modesto, CA MSA",2p2c,14688.0,9894.10548,15464.2056,15005.25,8907.06588,7984.1484,84920.2152,69057.1328125
228316,CALIFORNIA,RIVERBANK,"25,045",24,1.0,3,7,13,375,49,273,53,RIVERBANK,Riverbank,CALIFORNIA,6099,STANISLAUS,24881,2372,polygon,True,2,True,"Modesto, CA MSA",2p2c,14688.0,9894.10548,15464.2056,15005.25,8907.06588,7984.1484,84920.2152,69057.1328125
228329,NORTH CAROLINA,ALBEMARLE,"16,134",146,1.0,4,23,118,882,179,667,36,ALBEMARLE,Albemarle,NORTH CAROLINA,37167,STANLY,17185,359,polygon,True,3,False,"Stanly County, NC",2p2c,8316.0,8424.9822,14954.9712,15303.444,6065.91792,7000.8948,70817.754,66397.65625
228333,NORTH DAKOTA,DICKINSON,"23,428",52,0.0,3,2,47,446,43,370,33,DICKINSON,Dickinson,NORTH DAKOTA,38089,STARK,23133,631,polygon,True,3,True,"Canton-Massillon, OH MSA",2p2c,9032.17308,8814.74928,13992.1368,12963.918,6466.64352,6229.3242,71224.98,70077.796875
228363,OHIO,NAVARRE,"1,846",7,0.0,2,0,5,15,4,10,1,NAVARRE,Navarre,OHIO,39151,STARK,1812,401,polygon,True,3,True,"Canton-Massillon, OH MSA",2p2c,9032.17308,8814.74928,13992.1368,12963.918,6466.64352,6229.3242,71224.98,70077.796875
228393,OHIO,ALLIANCE,"21,536",28,0.0,4,1,23,558,61,474,23,ALLIANCE,Alliance,OHIO,39151,STARK,31255,919,polygon,True,3,True,"Canton-Massillon, OH MSA",2p2c,9032.17308,8814.74928,13992.1368,12963.918,6466.64352,6229.3242,71224.98,70077.796875
228423,OHIO,BREWSTER,"2,158",2,0.0,1,0,1,23,6,17,0,BREWSTER,Brewster,OHIO,39151,STARK,2153,366,polygon,True,3,True,"Canton-Massillon, OH MSA",2p2c,9032.17308,8814.74928,13992.1368,12963.918,6466.64352,6229.3242,71224.98,70077.796875
228453,OHIO,CANAL FULTON,"5,450",7,0.0,0,2,5,52,10,40,2,CANAL FULTON,Canal Fulton,OHIO,39151,STARK,5408,638,polygon,True,3,True,"Canton-Massillon, OH MSA",2p2c,9032.17308,8814.74928,13992.1368,12963.918,6466.64352,6229.3242,71224.98,70077.796875
228483,OHIO,CANTON,"70,139",981,6.0,135,188,652,"3,712",962,"2,429",321,CANTON,Canton,OHIO,39151,STARK,269418,1040,polygon,True,2,True,"Canton-Massillon, OH MSA",2p2c,9032.17308,8814.74928,13992.1368,12963.918,6466.64352,6229.3242,71224.98,70077.796875
228513,OHIO,UNIONTOWN,"3,353",1,0.0,0,0,1,67,10,52,5,UNIONTOWN,Uniontown,OHIO,39151,STARK,3241,501,polygon,False,3,True,"Canton-Massillon, OH MSA",2p2c,9032.17308,8814.74928,13992.1368,12963.918,6466.64352,6229.3242,71224.98,70077.796875
228543,OHIO,NORTH CANTON,"17,251",15,0.0,5,1,9,234,26,204,4,NORTH CANTON,North Canton,OHIO,39151,STARK,17176,1034,polygon,True,3,True,"Canton-Massillon, OH MSA",2p2c,9032.17308,8814.74928,13992.1368,12963.918,6466.64352,6229.3242,71224.98,70077.796875
228573,NORTH DAKOTA,BELFIELD,"1,028",1,0.0,0,0,1,25,9,16,0,BELFIELD,Belfield,NORTH DAKOTA,38089,STARK,1012,367,polygon,True,3,True,"Canton-Massillon, OH MSA",2p2c,9032.17308,8814.74928,13992.1368,12963.918,6466.64352,6229.3242,71224.98,70077.796875
228603,OHIO,LOUISVILLE,"9,329",6,0.0,2,1,3,78,8,68,2,LOUISVILLE,Louisville,OHIO,39151,STARK,9360,633,polygon,True,3,True,"Canton-Massillon, OH MSA",2p2c,9032.17308,8814.74928,13992.1368,12963.918,6466.64352,6229.3242,71224.98,70077.796875
228633,OHIO,MASSILLON,"32,433",72,1.0,26,14,31,743,116,610,17,MASSILLON,Massillon,OHIO,39151,STARK,32584,663,polygon,True,3,True,"Canton-Massillon, OH MSA",2p2c,9032.17308,8814.74928,13992.1368,12963.918,6466.64352,6229.3242,71224.98,70077.796875
228663,OHIO,HARTVILLE,"3,068",0,0.0,0,0,0,32,0,32,0,HARTVILLE,Hartville,OHIO,39151,STARK,3079,440,polygon,True,3,True,"Canton-Massillon, OH MSA",2p2c,9032.17308,8814.74928,13992.1368,12963.918,6466.64352,6229.3242,71224.98,70077.796875
228691,TEXAS,LA GRULLA,"1,709",6,0.0,0,0,6,3,2,1,0,LA GRULLA,La Grulla,TEXAS,48427,STARR,1701,701,polygon,True,3,False,"Starr County, TX",2p2c,8808.0,7675.42752,13560.8676,13507.2,5972.59572,3176.68764,60878.52,34122.45703125
228701,TEXAS,ROMA,"11,527",24,0.0,5,1,18,108,27,63,18,ROMA,Roma,TEXAS,48427,STARR,11490,756,polygon,True,3,False,"Starr County, TX",2p2c,8808.0,7675.42752,13560.8676,13507.2,5972.59572,3176.68764,60878.52,34122.45703125
228712,MISSOURI,STE. GENEVIEVE,"4,445",9,0.0,0,0,9,45,2,41,2,STE. GENEVIEVE,Ste. Genevieve,MISSOURI,29186,STE. GENEVIEVE,4416,415,polygon,True,3,False,"Ste. Genevieve County, MO",2p2c,8556.0,9114.5706,15110.2368,15188.022,6402.74484,6618.42996,70198.3476,79728.9375
228720,MINNESOTA,ST. JOSEPH,"7,227",7,0.0,1,0,6,49,6,39,4,ST. JOSEPH,St. Joseph,MINNESOTA,27145,STEARNS,7351,691,polygon,True,3,True,"St. Cloud, MN MSA",2p2c,10017.23148,9294.46368,14501.2524,12487.0356,6997.38864,8943.89064,81638.1504,80760.8984375
228730,MINNESOTA,ST. CLOUD,"68,311",298,0.0,73,50,175,"2,443",225,"2,044",174,ST. CLOUD,St. Cloud,MINNESOTA,27145,STEARNS,115028,660,polygon,True,2,True,"St. Cloud, MN MSA",2p2c,10017.23148,9294.46368,14501.2524,12487.0356,6997.38864,8943.89064,81638.1504,80760.8984375
228740,MINNESOTA,WAITE PARK,"7,764",33,0.0,0,7,26,644,39,579,26,WAITE PARK,Waite Park,MINNESOTA,27145,STEARNS,7768,237,polygon,True,3,True,"St. Cloud, MN MSA",2p2c,10017.23148,9294.46368,14501.2524,12487.0356,6997.38864,8943.89064,81638.1504,80760.8984375
228750,MINNESOTA,ALBANY,"2,752",1,0.0,0,0,1,9,0,9,0,ALBANY,Albany,MINNESOTA,27145,STEARNS,2769,491,polygon,True,3,True,"St. Cloud, MN MSA",2p2c,10017.23148,9294.46368,14501.2524,12487.0356,6997.38864,8943.89064,81638.1504,80760.8984375
228760,MINNESOTA,KIMBALL,797,0,0.0,0,0,0,0,0,0,0,KIMBALL,Kimball,MINNESOTA,27145,STEARNS,798,203,polygon,True,3,True,"St. Cloud, MN MSA",2p2c,10017.23148,9294.46368,14501.2524,12487.0356,6997.38864,8943.89064,81638.1504,80760.8984375
228770,MINNESOTA,SAUK CENTRE,"4,492",4,0.0,1,0,3,102,6,92,4,SAUK CENTRE,Sauk Centre,MINNESOTA,27145,STEARNS,4505,417,polygon,True,3,True,"St. Cloud, MN MSA",2p2c,10017.23148,9294.46368,14501.2524,12487.0356,6997.38864,8943.89064,81638.1504,80760.8984375
228780,MINNESOTA,MELROSE,"3,642",2,0.0,0,1,1,27,2,22,3,MELROSE,Melrose,MINNESOTA,27145,STEARNS,3656,444,polygon,True,3,True,"St. Cloud, MN MSA",2p2c,10017.23148,9294.46368,14501.2524,12487.0356,6997.38864,8943.89064,81638.1504,80760.8984375
228790,MINNESOTA,PAYNESVILLE,"2,510",2,1.0,0,0,1,1,1,0,0,PAYNESVILLE,Paynesville,MINNESOTA,27145,STEARNS,2519,422,polygon,True,3,True,"St. Cloud, MN MSA",2p2c,10017.23148,9294.46368,14501.2524,12487.0356,6997.38864,8943.89064,81638.1504,80760.8984375
228800,MINNESOTA,AVON,"1,597",1,0.0,0,0,1,18,2,10,6,AVON,Avon,MINNESOTA,27145,STEARNS,1590,374,polygon,True,3,True,"St. Cloud, MN MSA",2p2c,10017.23148,9294.46368,14501.2524,12487.0356,6997.38864,8943.89064,81638.1504,80760.8984375
228827,MINNESOTA,OWATONNA,"25,792",27,0.0,8,1,18,403,31,339,33,OWATONNA,Owatonna,MINNESOTA,27147,STEELE,25704,682,polygon,True,3,False,"Steele County, MN",2p2c,9168.0,8754.78516,14553.9912,16818.5952,6494.13204,7343.98464,74905.8984,83825.96875
228847,MINNESOTA,BLOOMING PRAIRIE,"1,956",0,0.0,0,0,0,5,1,2,2,BLOOMING PRAIRIE,Blooming Prairie,MINNESOTA,27147,STEELE,1936,523,polygon,True,3,False,"Steele County, MN",2p2c,9168.0,8754.78516,14553.9912,16818.5952,6494.13204,7343.98464,74905.8984,83825.96875
228852,TEXAS,BRECKENRIDGE,"5,453",14,0.0,0,1,13,101,20,72,9,BRECKENRIDGE,Breckenridge,TEXAS,48429,STEPHENS,5478,498,polygon,True,3,False,"Stephens County, OK",2p2c,8736.0,9474.35748,14942.892,16776.3648,6598.3308,8441.93772,78768.6744,62027.48046875
228882,OKLAHOMA,VELMA,595,0,0.0,0,0,0,0,0,0,0,VELMA,Velma,OKLAHOMA,40137,STEPHENS,595,163,polygon,True,3,False,"Stephens County, OK",2p2c,8736.0,9474.35748,14942.892,16776.3648,6598.3308,8441.93772,78768.6744,62027.48046875
228912,OKLAHOMA,MARLOW,"4,398",10,0.0,1,4,5,99,32,60,7,MARLOW,Marlow,OKLAHOMA,40137,STEPHENS,4420,244,polygon,True,3,False,"Stephens County, OK",2p2c,8736.0,9474.35748,14942.892,16776.3648,6598.3308,8441.93772,78768.6744,62027.48046875
228942,OKLAHOMA,DUNCAN,"22,296",37,2.0,8,8,19,733,214,475,44,DUNCAN,Duncan,OKLAHOMA,40137,STEPHENS,22344,201,polygon,True,3,False,"Stephens County, OK",2p2c,8736.0,9474.35748,14942.892,16776.3648,6598.3308,8441.93772,78768.6744,62027.48046875
228972,OKLAHOMA,COMANCHE,"1,555",5,0.0,1,0,4,27,10,13,4,COMANCHE,Comanche,OKLAHOMA,40137,STEPHENS,1559,132,polygon,True,3,False,"Stephens County, OK",2p2c,8736.0,9474.35748,14942.892,16776.3648,6598.3308,8441.93772,78768.6744,62027.48046875
229002,ILLINOIS,FREEPORT,"23,721",50,2.0,10,17,21,498,94,401,3,FREEPORT,Freeport,ILLINOIS,17177,STEPHENSON,24092,787,polygon,True,3,False,"Stephenson County, IL",2p2c,8400.0,8664.84012,14175.114,17235.738,6183.26508,8448.57792,75193.5876,64018.49609375
229014,MINNESOTA,MORRIS,"5,360",2,0.0,2,0,0,70,16,51,3,MORRIS,Morris,MINNESOTA,27149,STEVENS,5333,440,polygon,True,3,False,"Stevens County, MN",2p2c,8808.0,8874.71412,15324.2844,13968.642,6407.14524,6492.85176,71412.9372,89385.2109375
229044,WASHINGTON,CHEWELAH,"2,673",1,0.0,0,0,1,33,4,28,1,CHEWELAH,Chewelah,WASHINGTON,53065,STEVENS,2676,349,polygon,True,3,False,"Stevens County, MN",2p2c,8808.0,8874.71412,15324.2844,13968.642,6407.14524,6492.85176,71412.9372,89385.2109375
229081,TENNESSEE,CUMBERLAND CITY,308,2,0.0,1,0,1,5,1,4,0,CUMBERLAND CITY,Cumberland City,TENNESSEE,47161,STEWART,307,23,polygon,True,3,False,"Stewart County, GA",2p2c,7776.0,9534.32148,13943.7852,16417.116,6272.21268,6428.17968,68391.3336,41814.41015625
229101,TENNESSEE,DOVER,"1,489",2,1.0,0,0,1,18,3,13,2,DOVER,Dover,TENNESSEE,47161,STEWART,1546,156,polygon,True,3,False,"Stewart County, GA",2p2c,7776.0,9534.32148,13943.7852,16417.116,6272.21268,6428.17968,68391.3336,41814.41015625
229113,MISSOURI,ADVANCE,"1,337",4,0.0,1,0,3,21,5,15,1,ADVANCE,Advance,MISSOURI,29207,STODDARD,1336,461,polygon,True,3,False,"Stoddard County, MO",2p2c,7944.0,8874.71412,13937.9388,20612.6772,6094.0836,7337.57004,73517.226,53114.62890625
229123,MISSOURI,BERNIE,"1,884",1,0.0,0,0,1,23,4,18,1,BERNIE,Bernie,MISSOURI,29207,STODDARD,1880,555,polygon,True,3,False,"Stoddard County, MO",2p2c,7944.0,8874.71412,13937.9388,20612.6772,6094.0836,7337.57004,73517.226,53114.62890625
229133,MISSOURI,DEXTER,"7,861",15,0.0,7,1,7,193,42,146,5,DEXTER,Dexter,MISSOURI,29207,STODDARD,8996,419,polygon,True,3,False,"Stoddard County, MO",2p2c,7944.0,8874.71412,13937.9388,20612.6772,6094.0836,7337.57004,73517.226,53114.62890625
229142,NORTH CAROLINA,KING,"6,878",9,2.0,0,2,5,222,14,207,1,KING,King,NORTH CAROLINA,37169,STOKES,6861,447,polygon,True,3,True,"Winston-Salem, NC HUD Metro FMR Area",2p2c,8598.89352,9144.55296,14960.0628,13151.826,6429.15084,7296.9924,72179.754,60609.43359375
229153,MISSOURI,BRANSON WEST,449,3,0.0,1,0,2,102,1,101,0,BRANSON WEST,Branson West,MISSOURI,29209,STONE,446,38,polygon,True,3,False,"Stone County, MO",2p2c,7980.0,9354.42768,13982.9412,14218.0488,6280.94676,5908.76184,66944.5776,58447.96484375
229183,MISSISSIPPI,WIGGINS,"4,618",5,0.0,0,0,5,205,34,162,9,WIGGINS,Wiggins,MISSISSIPPI,28131,STONE,4541,163,polygon,True,3,False,"Stone County, MO",2p2c,7980.0,9354.42768,13982.9412,14218.0488,6280.94676,5908.76184,66944.5776,58447.96484375
229213,MISSOURI,KIMBERLING CITY,"2,286",8,0.0,2,0,6,33,0,29,4,KIMBERLING CITY,Kimberling City,MISSOURI,29209,STONE,3040,253,polygon,True,3,False,"Stone County, MO",2p2c,7980.0,9354.42768,13982.9412,14218.0488,6280.94676,5908.76184,66944.5776,58447.96484375
229243,ARKANSAS,MOUNTAIN VIEW,"2,850",9,0.0,1,0,8,99,30,66,3,MOUNTAIN VIEW,Mountain View,ARKANSAS,5137,STONE,2863,151,polygon,True,3,False,"Stone County, MO",2p2c,7980.0,9354.42768,13982.9412,14218.0488,6280.94676,5908.76184,66944.5776,58447.96484375
229271,IOWA,NEVADA,"6,744",28,0.0,3,1,24,85,25,52,8,NEVADA,Nevada,IOWA,19169,STORY,6677,452,polygon,True,3,True,"Ames, IA MSA",2p2c,10836.0,9264.48048,14003.376,14580.5388,7283.19648,9483.46872,80453.8944,90880.265625
229281,IOWA,STORY CITY,"3,362",7,0.0,2,0,5,41,3,33,5,STORY CITY,Story City,IOWA,19169,STORY,3320,464,polygon,True,3,True,"Ames, IA MSA",2p2c,10836.0,9264.48048,14003.376,14580.5388,7283.19648,9483.46872,80453.8944,90880.265625
229291,IOWA,AMES,"68,237",135,1.0,44,21,69,"1,171",138,975,58,AMES,Ames,IOWA,19169,STORY,67910,935,polygon,True,3,True,"Ames, IA MSA",2p2c,10836.0,9264.48048,14003.376,14580.5388,7283.19648,9483.46872,80453.8944,90880.265625
