State,City,Population,V_crime,Murder,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson2
,Warwick,"80,749",76,2,29,8,37,"1,239",108,"1,073",58,2
,Westerly,"22,475",15,1,9,0,5,243,36,193,14,1
,West Greenwich,"6,375",4,0,0,1,3,37,10,24,3,0
,West Warwick,"28,847",54,0,14,2,38,238,58,161,19,2
,Woonsocket,"41,709",237,2,34,40,161,865,197,580,88,15
SOUTH CAROLINA,Abbeville,"5,017",47,9,4,4,30,123,29,89,5,0
,Aiken,"30,922",178,4,23,32,119,"1,499",162,"1,239",98,6
,Allendale,"2,924",76,1,2,4,69,136,52,68,16,5
,Aynor,994,3,0,0,1,2,27,0,23,4,0
,Bamberg,"3,195",16,2,2,3,9,147,37,99,11,1
,Barnwell,"4,321",89,0,8,5,76,206,55,140,11,1
,Batesburg-Leesville,"5,389",61,2,6,3,50,221,23,189,9,0
,Beaufort,"13,485",58,3,3,22,30,460,58,391,11,0
,Belton,"4,434",15,1,1,2,11,156,34,100,22,0
,Bennettsville,"7,726",53,2,0,3,48,311,39,263,9,0
,Bishopville,"2,927",86,1,2,11,72,194,40,142,12,0
,Blacksburg,"1,883",10,0,0,0,10,68,9,53,6,0
,Blackville,"2,194",23,2,1,2,18,130,62,61,7,0
,Bluffton,"24,812",46,1,9,10,26,220,35,175,10,3
,Bowman,904,16,0,0,5,11,38,16,17,5,0
,Branchville,952,1,0,0,0,1,19,6,13,0,0
,Burnettown,"2,751",1,0,0,0,1,23,5,15,3,0
,Calhoun Falls,"1,912",14,2,0,0,12,31,11,17,3,0
,Camden,"7,242",86,2,4,7,73,385,39,318,28,2
,Cameron,396,0,0,0,0,0,8,3,3,2,0
,Cayce,"14,211",138,0,11,12,115,804,64,644,96,1
,Central,"5,380",1,0,1,0,0,136,3,126,7,0
,Chapin,"1,653",3,0,0,1,2,56,9,41,6,0
,Charleston,"138,254",516,8,51,95,362,"3,124",292,"2,335",497,7
,Cheraw,"5,589",61,0,3,8,50,413,57,343,13,2
,Chesnee,948,3,0,1,0,2,53,15,34,4,0
,Chester,"5,368",82,5,5,2,70,213,29,174,10,0
,Chesterfield,"1,415",4,0,0,0,4,57,13,44,0,0
,Clemson,"17,547",32,0,7,5,20,425,27,298,100,0
,Clinton,"8,412",66,0,6,6,54,349,57,270,22,3
,Clio,660,2,0,0,1,1,13,4,8,1,0
,Clover,"6,575",19,0,0,2,17,157,13,124,20,1
,Columbia,"133,790","1,037",29,88,220,700,"7,027",916,"5,216",895,15
,Conway,"26,127",111,1,14,11,85,884,90,739,55,2
,Coward,767,4,0,2,0,2,16,4,12,0,0
,Cowpens,"2,408",4,0,0,1,3,57,7,47,3,0
,Darlington,"5,886",87,1,7,12,67,505,73,416,16,2
,Denmark,"2,924",31,3,0,4,24,132,64,60,8,0
,Due West,"1,240",0,0,0,0,0,18,3,15,0,0
,Duncan,"3,573",7,0,1,3,3,67,7,53,7,0
,Easley,"21,390",98,0,3,9,86,"1,098",128,910,60,3
,Edisto Beach,406,1,0,0,0,1,10,1,8,1,0
,Ehrhardt,481,3,0,0,0,3,13,0,12,1,0
,Elgin,"1,612",6,0,0,0,6,76,7,68,1,0
,Estill,"1,855",37,2,0,3,32,93,37,50,6,1
,Eutawville,292,2,0,0,1,1,7,0,5,2,0
,Florence,"37,640",447,7,29,58,353,"2,496",388,"1,909",199,4
,Forest Acres,"10,320",64,0,5,9,50,637,87,508,42,0
,Fort Mill,"21,219",22,0,3,2,17,233,27,204,2,0
,Fountain Inn,"10,375",45,2,7,2,34,201,32,148,21,0
,Gaffney,"12,528",102,0,5,12,85,733,88,596,49,1
,Gaston,"1,692",4,0,0,0,4,50,7,37,6,0
,Georgetown,"8,733",107,0,8,10,89,543,61,453,29,2
,Great Falls,"1,875",7,0,1,0,6,72,19,49,4,1
,Greenville,"69,830",402,4,44,82,272,"2,805",352,"2,236",217,1
,Greenwood,"23,427",350,2,29,32,287,"1,292",254,"1,016",22,11
,Greer,"32,976",143,1,18,26,98,"1,021",157,787,77,3
,Hampton,"2,499",26,1,0,2,23,168,37,124,7,0
,Hanahan,"26,941",55,2,17,6,30,345,37,266,42,3
,Hardeeville,"7,075",53,1,4,14,34,208,25,160,23,1
,Hartsville,"7,524",108,0,6,15,87,668,119,523,26,2
,Hemingway,400,2,0,0,2,0,37,6,28,3,0
,Holly Hill,"1,181",10,0,1,2,7,44,4,36,4,0
,Honea Path,"3,810",12,0,1,1,10,146,17,109,20,2
,Inman,"2,404",3,0,1,0,2,59,16,42,1,1
,Irmo,"12,516",39,0,3,4,32,413,51,340,22,1
,Isle of Palms,"4,366",1,0,0,0,1,86,20,51,15,0
,Iva,"1,311",4,0,2,0,2,42,8,28,6,0
,Jackson,"1,792",4,0,1,1,2,33,5,26,2,0
,Jamestown,83,1,0,0,1,0,4,1,3,0,0
,Johnsonville,"1,494",1,0,0,0,1,25,13,9,3,0
,Jonesville,834,2,0,0,0,2,17,6,9,2,0
,Kingstree,"3,026",17,1,2,4,10,180,25,148,7,0
,Lake City,"6,541",112,1,4,9,98,283,49,212,22,4
,Lamar,937,6,1,0,4,1,20,5,14,1,0
,Latta,"1,288",20,0,1,2,17,95,15,79,1,1
,Laurens,"8,823",80,0,8,13,59,450,63,362,25,2
,Lexington,"22,160",72,0,8,11,53,632,29,571,32,1
,Liberty,"3,152",21,0,1,2,18,70,11,53,6,0
,Loris,"2,740",34,1,1,3,29,85,17,63,5,0
,Lyman,"3,661",24,1,0,2,21,77,11,56,10,0
,Manning,"3,921",58,1,2,6,49,341,45,292,4,1
,Marion,"6,373",55,1,2,14,38,363,65,275,23,2
,Mauldin,"25,453",57,0,9,13,35,413,52,331,30,1
,McColl,"1,981",28,1,0,4,23,76,14,56,6,0
,McCormick,"2,298",10,0,0,0,10,52,12,35,5,2
,Moncks Corner,"11,986",55,1,10,10,34,416,47,338,31,1
,Mount Pleasant,"92,448",105,1,11,14,79,"1,135",114,919,102,1
,Mullins,"4,290",41,2,2,7,30,226,99,119,8,2
,Myrtle Beach,"34,860",415,3,52,98,262,"3,916",304,"3,384",228,6
,Newberry,"10,333",72,2,4,9,57,406,55,341,10,2
,New Ellenton,"2,145",20,1,2,1,16,23,3,18,2,0
,Ninety Six,"2,039",2,0,0,0,2,41,2,37,2,0
,North Augusta,"23,875",55,1,8,13,33,651,80,537,34,1
,North Charleston,"115,312","1,114",26,103,229,756,"6,941",853,"5,123",965,14
,North Myrtle Beach,"16,942",71,1,15,10,45,"1,115",108,910,97,1
,Pacolet,"2,502",9,0,2,0,7,46,8,35,3,2
,Pamplico,"1,221",7,0,0,1,6,15,12,2,1,0
,Pelion,704,2,0,0,0,2,18,2,15,1,0
,Pickens,"3,171",19,0,5,0,14,187,22,155,10,0
,Port Royal,"13,368",40,0,0,16,24,232,28,189,15,3
,Prosperity,"1,219",4,0,0,0,4,14,3,10,1,0
,Quinby,927,0,0,0,0,0,0,0,0,0,0
,Ridge Spring,758,6,0,0,1,5,13,6,6,1,0
,Rock Hill,"75,342",498,4,50,63,381,"2,521",329,"2,006",186,10
,Salem,152,0,0,0,0,0,0,0,0,0,0
,Saluda,"3,641",9,0,2,2,5,85,26,55,4,0
,Scranton,864,4,0,0,0,4,15,4,10,1,0
,Seneca,"8,525",50,1,4,5,40,222,40,161,21,2
,Simpsonville,"23,682",46,1,7,11,27,635,74,523,38,3
,Society Hill,533,0,0,0,0,0,4,0,2,2,0
,South Congaree,"2,483",2,0,0,0,2,73,13,53,7,0
,Spartanburg,"37,754",448,6,24,77,341,"2,450",440,"1,839",171,8
,Springdale,"2,753",11,0,2,3,6,96,9,74,13,0
,St. Matthews,"1,900",9,0,0,1,8,100,34,61,5,0
,St. Stephen,"1,809",18,1,1,1,15,69,11,55,3,0
,Sullivans Island,"1,938",1,0,0,0,1,32,2,25,5,0
,Summerton,939,9,0,0,2,7,47,16,31,0,0
,Summerville,"52,886",186,5,34,21,126,"1,662",244,"1,313",105,2
,Sumter,"39,546",418,8,11,48,351,"1,796",397,"1,291",108,5
,Swansea,959,5,0,0,4,1,37,2,28,7,0
,Tega Cay,"11,322",5,0,0,1,4,164,1,162,1,0
,Travelers Rest,"5,339",5,1,1,1,2,312,7,294,11,1
,Union,"7,694",76,1,6,10,59,534,86,423,25,1
,Wagener,838,1,0,0,0,1,6,1,4,1,0
,Walhalla,"4,384",7,0,1,1,5,76,22,52,2,0
,Walterboro,"5,429",21,0,3,4,14,316,23,279,14,0
,Ware Shoals,"2,156",23,0,0,1,22,105,17,79,9,0
,Wellford,"2,697",1,0,1,0,0,32,4,25,3,0
,West Columbia,"17,986",127,0,23,28,76,"1,199",148,944,107,2
,Westminster,"2,570",10,0,0,3,7,76,17,55,4,1
,West Union,325,0,0,0,0,0,24,5,19,0,0
,Whitmire,"1,469",3,0,0,1,2,51,10,41,0,1
,Williamston,"4,249",31,0,2,5,24,85,6,69,10,1
,Williston,"2,907",17,2,3,6,6,145,31,97,17,0
,Winnsboro,"3,165",23,0,0,2,21,78,10,66,2,0
,Woodruff,"4,356",3,0,0,0,3,35,11,23,1,0
,Yemassee,954,17,0,2,3,12,45,6,35,4,1
,York,"8,294",67,0,8,8,51,421,34,372,15,2
SOUTH DAKOTA,Aberdeen,"28,870",160,0,41,4,115,629,117,468,44,0
,Alcester,744,0,0,0,0,0,11,4,6,1,0
,Avon,597,0,0,0,0,0,0,0,0,0,0
,Belle Fourche,"5,600",11,0,3,0,8,87,7,75,5,0
,Beresford,"1,989",0,0,0,0,0,12,4,8,0,0
,Box Elder,"10,077",42,0,5,1,36,216,54,137,25,0
,Brandon,"10,244",7,0,1,0,6,27,4,22,1,0
,Brookings,"24,823",54,0,12,1,41,316,28,271,17,0
,Burke,586,0,0,0,0,0,0,0,0,0,0
,Canton,"3,521",12,0,2,0,10,59,17,39,3,0
,Centerville,879,0,0,0,0,0,7,2,4,1,1
,Chamberlain,"2,345",16,0,3,1,12,77,18,57,2,0
,Clark,"1,056",0,0,0,0,0,2,1,1,0,0
,Deadwood,"1,307",3,0,0,0,3,0,0,0,0,0
,Elk Point,"1,857",4,0,0,0,4,1,0,0,1,0
,Faith,413,0,0,0,0,0,1,0,0,1,0
,Flandreau,"2,323",18,0,3,0,15,78,19,52,7,1
,Freeman,"1,290",1,0,1,0,0,9,1,4,4,0
,Groton,"1,506",0,0,0,0,0,0,0,0,0,0
,Hot Springs,"3,485",11,0,1,0,10,33,4,28,1,0
,Huron,"13,840",58,0,11,0,47,349,29,311,9,1
,Kadoka,714,2,0,0,0,2,5,1,1,3,0
,Kimball,662,0,0,0,0,0,2,2,0,0,0
,Lead,"2,958",2,0,0,0,2,16,2,12,2,0
,Lennox,"2,476",5,0,1,0,4,11,5,4,2,0
,Madison,"7,558",17,0,3,0,14,78,16,57,5,0
,Martin,"1,071",27,0,3,2,22,80,20,59,1,0
,Menno,622,0,0,0,0,0,0,0,0,0,0
,Mitchell,"15,733",59,1,13,1,44,538,61,437,40,4
,Mobridge,"3,550",13,0,2,0,11,26,4,20,2,0
,Murdo,442,0,0,0,0,0,2,2,0,0,0
,North Sioux City,"2,932",6,0,1,0,5,55,7,41,7,0
,Philip,773,1,0,0,0,1,5,2,2,1,0
,Pierre,"14,018",65,1,15,3,46,383,42,318,23,0
,Platte,"1,263",4,0,2,0,2,2,1,1,0,0
,Rapid City,"76,343",540,4,114,64,358,"2,454",488,"1,646",320,9
,Rosholt,434,0,0,0,0,0,0,0,0,0,0
,Scotland,814,0,0,0,0,0,0,0,0,0,0
,Sioux Falls,"185,628",897,4,116,68,709,"5,653",695,"4,300",658,29
,Sisseton,"2,423",3,0,1,0,2,16,2,10,4,0
,Spearfish,"11,842",23,0,4,1,18,268,29,229,10,1
,Springfield,"1,935",0,0,0,0,0,0,0,0,0,0
,Sturgis,"6,983",14,0,2,1,11,151,21,125,5,0
,Summerset,"2,796",5,0,1,0,4,57,4,52,1,0
,Tea,"5,898",8,0,3,0,5,96,9,79,8,0
,Tripp,630,1,0,1,0,0,1,1,0,0,0
,Tyndall,"1,036",0,0,0,0,0,0,0,0,0,0
,Vermillion,"10,833",21,0,5,0,16,209,13,187,9,0
,Wagner,"1,561",4,0,1,0,3,16,0,13,3,0
,Watertown,"22,233",67,1,20,3,43,367,58,292,17,0
,Yankton,"14,730",86,1,20,2,63,375,33,301,41,1
TENNESSEE,Adamsville,"2,171",6,0,2,0,4,27,2,22,3,1
,Alamo,"2,294",12,0,3,0,9,89,13,66,10,0
,Alcoa,"10,798",85,2,17,7,59,431,27,361,43,0
,Alexandria,"1,006",4,0,0,1,3,4,2,2,0,0
,Algood,"4,549",13,0,3,0,10,172,7,157,8,0
,Ardmore,"1,229",0,0,0,0,0,28,1,23,4,0
,Ashland City,"4,708",12,0,0,0,12,264,13,243,8,0
,Athens,"13,879",116,0,7,9,100,881,120,688,73,1
,Atoka,"9,510",12,0,2,1,9,67,5,58,4,0
,Baileyton,445,2,0,0,0,2,12,1,10,1,0
,Bartlett,"59,610",188,1,12,30,145,"1,046",100,878,68,2
,Baxter,"1,514",4,0,0,2,2,38,7,27,4,0
,Bean Station,"3,085",8,0,0,0,8,33,8,20,5,0
,Belle Meade,"2,879",1,0,0,0,1,27,5,20,2,0
,Bells,"2,455",7,0,0,2,5,31,11,16,4,0
,Benton,"1,258",4,0,1,0,3,34,3,29,2,0
,Berry Hill,515,15,0,0,7,8,120,19,97,4,0
,Big Sandy,522,0,0,0,0,0,10,3,5,2,0
,Blaine,"1,871",0,0,0,0,0,30,2,24,4,0
,Bluff City,"1,661",4,0,0,0,4,25,6,15,4,0
,Bolivar,"4,888",73,0,3,4,66,141,45,87,9,1
,Bradford,983,3,0,0,1,2,12,1,10,1,1
,Brentwood,"43,217",38,0,12,12,14,374,38,318,18,1
,Brighton,"2,926",4,0,0,1,3,9,4,5,0,0
,Bristol,"26,900",135,1,15,12,107,813,138,604,71,3
,Brownsville,"9,336",151,2,13,9,127,329,63,251,15,0
,Bruceton,"1,400",4,0,0,0,4,25,5,16,4,0
,Burns,"1,456",0,0,0,0,0,10,1,6,3,0
,Calhoun,498,0,0,0,0,0,3,0,3,0,0
,Camden,"3,573",2,0,0,0,2,31,3,28,0,0
,Carthage,"2,276",6,0,0,0,6,49,0,45,4,0
,Caryville,"2,146",3,0,1,0,2,42,8,23,11,0
,Celina,"1,453",4,0,0,0,4,25,3,19,3,0
,Centerville,"3,564",10,0,0,0,10,61,12,46,3,0
,Chapel Hill,"1,532",6,0,0,0,6,12,6,6,0,0
,Charleston,695,0,0,0,0,0,3,0,0,3,0
,Chattanooga,"181,848","1,946",33,161,196,"1,556","10,106","1,098","7,694","1,314",25
,Church Hill,"6,671",0,0,0,0,0,10,1,8,1,0
,Clarksburg,376,0,0,0,0,0,0,0,0,0,0
,Clarksville,"159,996",926,14,103,116,693,"4,467",543,"3,457",467,12
,Cleveland,"45,453",464,2,35,42,385,"2,403",371,"1,845",187,2
,Clifton,"2,665",2,0,0,0,2,15,4,11,0,0
,Clinton,"10,062",45,0,2,6,37,324,39,249,36,0
,Collegedale,"11,929",10,0,1,4,5,222,14,198,10,0
,Collierville,"51,273",119,3,9,22,85,688,49,610,29,1
,Collinwood,939,0,0,0,0,0,8,0,6,2,0
,Columbia,"40,001",257,0,13,19,225,"1,202",124,980,98,3
,Cookeville,"34,373",121,1,28,7,85,"1,047",140,779,128,1
,Coopertown,"4,590",4,0,0,0,4,44,12,28,4,1
,Cornersville,"1,271",3,0,0,0,3,8,1,7,0,0
,Covington,"8,755",126,0,6,8,112,479,64,357,58,1
,Cowan,"1,657",1,0,0,0,1,16,3,13,0,0
,Cross Plains,"1,827",0,0,0,0,0,5,0,4,1,0
,Crossville,"11,643",42,0,16,0,26,499,88,380,31,1
,Cumberland City,308,2,0,1,0,1,5,1,4,0,0
,Dandridge,"3,168",12,0,1,0,11,68,15,50,3,1
,Dayton,"7,408",20,0,2,0,18,197,34,156,7,0
,Decatur,"1,646",11,1,1,1,8,37,5,29,3,0
,Decaturville,860,0,0,0,0,0,10,6,4,0,0
,Decherd,"2,386",19,1,2,0,16,87,8,72,7,0
,Dickson,"15,703",112,1,15,4,92,672,60,557,55,1
,Dover,"1,489",2,1,0,0,1,18,3,13,2,0
,Dresden,"2,908",2,0,0,1,1,30,9,17,4,0
,Dunlap,"5,155",23,0,0,0,23,150,31,102,17,0
,Dyer,"2,204",4,0,0,0,4,32,2,28,2,0
,Dyersburg,"16,300",180,3,7,30,140,905,235,618,52,5
,Eagleville,714,0,0,0,0,0,0,0,0,0,0
,East Ridge,"21,027",91,0,10,10,71,714,97,555,62,0
,Elizabethton,"13,409",81,0,5,1,75,639,103,471,65,2
,Elkton,528,0,0,0,0,0,4,1,3,0,0
,Englewood,"1,524",14,0,0,0,14,31,4,24,3,0
,Erin,"1,287",2,0,0,0,2,16,3,12,1,0
,Erwin,"5,826",30,0,4,0,26,89,12,61,16,0
,Estill Springs,"2,030",16,0,0,0,16,23,4,15,4,0
,Ethridge,489,2,0,0,0,2,10,1,7,2,0
,Etowah,"3,482",15,0,0,0,15,87,10,65,12,0
,Fairview,"9,153",18,0,3,0,15,127,15,99,13,0
,Fayetteville,"7,047",53,0,4,2,47,224,24,189,11,1
,Franklin,"83,517",138,0,15,10,113,926,58,814,54,3
,Friendship,670,5,0,1,0,4,3,0,3,0,1
,Gadsden,461,0,0,0,0,0,7,3,3,1,0
,Gainesboro,944,0,0,0,0,0,1,0,1,0,0
,Gallatin,"41,918",117,4,6,10,97,451,33,387,31,1
,Gallaway,644,1,0,0,0,1,7,0,5,2,0
,Gates,621,2,0,1,0,1,17,7,9,1,0
,Gatlinburg,"4,163",20,0,3,0,17,192,25,152,15,0
,Germantown,"39,127",36,0,8,5,23,492,44,422,26,1
,Gibson,394,0,0,0,0,0,2,0,2,0,0
,Gleason,"1,364",5,0,0,0,5,21,4,14,3,0
,Goodlettsville,"16,976",53,0,3,16,34,517,39,422,56,1
,Gordonsville,"1,239",3,0,0,0,3,10,3,7,0,0
,Grand Junction,266,1,0,0,0,1,1,0,1,0,0
,Graysville,"1,564",11,0,0,0,11,31,4,22,5,0
,Greenbrier,"6,887",23,0,2,2,19,57,12,37,8,0
,Greeneville,"14,881",50,1,4,1,44,521,51,405,65,4
,Greenfield,"2,063",9,0,0,0,9,43,6,36,1,0
,Halls,"2,079",3,0,0,0,3,12,4,4,4,1
,Harriman,"6,121",29,0,1,1,27,180,30,130,20,0
,Henderson,"6,314",41,0,6,2,33,104,16,78,10,0
,Hendersonville,"58,388",100,0,2,12,86,652,44,574,34,0
,Henry,466,0,0,0,0,0,3,1,0,2,0
,Hohenwald,"3,680",22,0,4,0,18,125,8,106,11,0
,Hollow Rock,675,0,0,0,0,0,4,3,1,0,0
,Hornbeak,394,0,0,0,0,0,0,0,0,0,0
,Humboldt,"8,165",63,1,2,5,55,272,65,189,18,1
,Huntingdon,"3,805",1,0,0,0,1,49,7,39,3,0
,Huntland,839,0,0,0,0,0,0,0,0,0,0
,Jacksboro,"1,919",5,0,0,0,5,95,0,94,1,0
,Jackson,"66,915",650,17,30,97,506,"2,473",374,"1,904",195,15
,Jamestown,"1,960",10,0,0,1,9,72,7,64,1,0
,Jasper,"3,361",8,1,0,0,7,63,10,44,9,0
,Jefferson City,"8,193",14,0,2,1,11,207,28,167,12,3
,Jellico,"2,161",7,0,0,0,7,61,13,44,4,0
,Johnson City,"67,197",286,1,28,38,219,"2,390",301,"1,904",185,8
,Jonesborough,"5,487",20,1,2,1,16,105,17,74,14,0
,Kenton,"1,195",4,0,1,0,3,28,3,25,0,0
,Kimball,"1,421",5,0,0,0,5,58,5,49,4,1
,Kingsport,"54,218",332,3,22,35,272,"2,829",324,"2,232",273,5
,Kingston,"5,809",7,0,2,1,4,72,13,55,4,1
,Kingston Springs,"2,750",1,0,0,0,1,11,3,8,0,0
,Knoxville,"188,666","1,259",22,146,232,859,"8,207","1,157","6,067",983,10
,Lafayette,"5,309",34,0,0,3,31,115,21,80,14,1
,La Follette,"6,651",52,0,3,4,45,339,84,232,23,0
,La Vergne,"36,227",142,4,17,22,99,650,103,472,75,1
,Lawrenceburg,"10,877",50,0,10,3,37,427,62,339,26,1
,Lebanon,"36,337",149,2,24,9,114,929,106,763,60,1
,Lenoir City,"9,392",37,0,2,2,33,272,33,215,24,0
,Lexington,"7,723",45,0,1,2,42,238,25,201,12,0
,Livingston,"4,014",12,0,1,1,10,65,18,45,2,0
,Lookout Mountain,"1,866",0,0,0,0,0,20,1,18,1,0
,Loretto,"1,789",7,0,0,0,7,9,3,5,1,0
,Loudon,"5,869",5,0,2,0,3,52,6,42,4,0
,Madisonville,"4,949",21,0,0,2,19,199,20,163,16,0
,Manchester,"11,020",61,0,6,1,54,435,65,351,19,0
,Martin,"10,488",18,1,0,1,16,327,38,279,10,0
,Maryville,"29,415",44,1,4,1,38,463,53,375,35,1
,Mason,"1,549",2,0,0,1,1,2,2,0,0,0
,Maury City,664,1,0,0,0,1,14,2,10,2,0
,Maynardville,"2,397",7,0,0,1,6,42,5,34,3,0
,McEwen,"1,733",4,0,0,0,4,33,11,22,0,1
,McKenzie,"5,509",23,0,0,1,22,86,21,61,4,3
,McMinnville,"13,696",130,2,13,8,107,478,87,350,41,0
,Medina,"4,334",13,0,0,0,13,14,6,8,0,0
,Memphis,"650,410","12,367",190,468,"2,432","9,277","39,860","7,833","27,981","4,046",336
,Metropolitan Nashville Police Department,"687,361","7,376",83,438,"1,978","4,877","27,777","3,374","21,655","2,748",60
,Middleton,637,0,0,0,0,0,2,1,1,0,0
,Milan,"7,613",42,0,4,3,35,194,48,136,10,0
,Millersville,"6,829",29,1,3,0,25,85,26,51,8,1
,Millington,"10,669",105,2,6,13,84,552,97,397,58,3
,Minor Hill,532,0,0,0,0,0,0,0,0,0,0
,Monteagle,"1,225",8,0,0,1,7,41,15,19,7,0
,Monterey,"2,888",9,0,0,0,9,51,14,32,5,0
,Morristown,"30,044",255,2,16,18,219,"1,423",169,"1,140",114,1
,Moscow,559,4,0,1,0,3,11,1,9,1,0
,Mountain City,"2,407",1,0,0,0,1,34,3,31,0,0
,Mount Carmel,"5,295",2,0,0,0,2,29,7,14,8,0
,Mount Juliet,"37,359",59,1,2,9,47,523,24,456,43,0
,Mount Pleasant,"4,934",8,0,1,0,7,45,8,33,4,0
,Munford,"6,083",17,1,3,1,12,81,18,58,5,0
,Murfreesboro,"145,929",611,4,96,106,405,"4,228",510,"3,454",264,6
,Newbern,"3,312",11,0,1,1,9,58,12,42,4,0
,New Johnsonville,"1,900",4,0,0,0,4,31,9,16,6,0
,New Market,"1,372",1,0,0,1,0,8,0,7,1,0
,Newport,"6,786",66,0,6,1,59,593,52,480,61,1
,New Tazewell,"2,702",7,0,0,0,7,76,6,64,6,0
,Niota,727,2,0,0,0,2,15,3,8,4,0
,Nolensville,"9,488",16,0,1,3,12,94,23,61,10,2
,Norris,"1,609",6,0,0,0,6,16,3,11,2,0
,Oakland,"8,323",1,0,0,0,1,65,4,60,1,0
,Oak Ridge,"29,084",112,0,22,9,81,671,97,523,51,6
,Obion,"1,042",0,0,0,0,0,5,1,4,0,0
,Oliver Springs,"3,419",2,0,0,0,2,59,13,32,14,2
,Oneida,"3,704",10,0,1,0,9,116,28,85,3,0
,Paris,"10,047",31,1,1,4,25,271,61,199,11,0
,Parsons,"2,304",5,0,0,0,5,28,1,16,11,0
,Petersburg,564,0,0,0,0,0,2,0,2,0,0
,Pigeon Forge,"6,383",47,1,12,4,30,334,54,241,39,0
,Pikeville,"1,626",6,0,0,0,6,17,6,5,6,0
,Piperton,"1,887",0,0,0,0,0,11,4,7,0,0
,Pittman Center,581,0,0,0,0,0,1,0,1,0,0
,Plainview,"2,126",2,0,0,0,2,16,7,8,1,0
,Pleasant View,"4,686",0,0,0,0,0,53,10,40,3,0
,Portland,"12,995",41,0,4,7,30,235,41,166,28,3
,Pulaski,"7,628",54,0,10,5,39,349,32,301,16,1
,Puryear,666,2,0,0,0,2,10,4,5,1,0
,Red Bank,"11,779",49,0,10,3,36,262,52,180,30,0
,Red Boiling Springs,"1,140",8,0,0,0,8,30,6,22,2,0
,Ridgely,"1,641",15,0,1,1,13,19,1,17,1,0
,Ridgetop,"2,079",1,0,1,0,0,2,0,2,0,0
,Ripley,"7,818",120,1,1,9,109,287,70,205,12,1
,Rockwood,"5,439",31,1,0,2,28,298,23,246,29,1
,Rocky Top,"1,766",16,1,0,1,14,113,8,85,20,1
,Rogersville,"4,277",13,0,1,2,10,208,18,170,20,1
,Rossville,950,0,0,0,0,0,4,1,3,0,0
,Rutherford,"1,066",1,0,0,0,1,6,2,4,0,0
,Rutledge,"1,352",0,0,0,0,0,25,6,18,1,0
,Saltillo,528,0,0,0,0,0,12,4,8,0,0
,Savannah,"6,941",69,1,6,6,56,412,76,300,36,3
,Scotts Hill,977,1,0,0,0,1,10,5,3,2,0
,Selmer,"4,401",19,1,2,0,16,118,12,93,13,0
,Sevierville,"16,760",108,1,6,8,93,830,78,677,75,1
,Sharon,911,4,0,0,1,3,17,5,7,5,1
,Shelbyville,"22,062",183,0,15,15,153,667,103,514,50,2
,Signal Mountain,"8,605",4,0,2,0,2,39,7,29,3,0
,Smithville,"4,828",21,0,1,2,18,118,19,89,10,0
,Smyrna,"52,225",204,0,11,29,164,"1,464",163,"1,193",108,6
,Soddy-Daisy,"13,818",33,0,1,2,30,339,55,256,28,2
,Somerville,"3,213",14,1,1,1,11,52,7,40,5,2
,South Carthage,"1,386",20,1,0,0,19,13,6,5,2,0
,South Fulton,"2,214",13,0,0,0,13,41,5,30,6,0
,South Pittsburg,"3,008",8,0,0,0,8,20,3,14,3,0
,Sparta,"4,957",6,0,1,0,5,207,24,158,25,0
,Spencer,"1,646",2,0,0,0,2,10,0,8,2,0
,Spring City,"1,865",5,0,2,0,3,24,0,21,3,0
,Springfield,"17,022",115,1,7,5,102,392,41,318,33,2
,Spring Hill,"43,303",53,0,7,4,42,381,45,320,16,1
,St. Joseph,814,1,0,0,0,1,6,3,2,1,0
,Surgoinsville,"1,772",1,0,0,0,1,8,1,5,2,0
,Sweetwater,"5,875",29,0,0,1,28,295,46,219,30,1
,Tazewell,"2,273",6,0,0,0,6,64,11,36,17,0
,Tellico Plains,921,6,0,0,0,6,22,5,14,3,1
,Tiptonville,"4,286",15,0,0,4,11,29,9,18,2,1
,Toone,334,1,0,0,0,1,3,2,1,0,0
,Townsend,446,0,0,0,0,0,12,1,11,0,0
,Tracy City,"1,389",8,0,1,0,7,36,4,24,8,0
,Trenton,"4,022",33,0,1,3,29,178,17,151,10,1
,Trezevant,842,2,0,0,0,2,2,0,1,1,0
,Trimble,613,2,0,0,1,1,0,0,0,0,0
,Troy,"1,317",5,0,0,0,5,13,1,9,3,0
,Tullahoma,"19,468",143,0,14,12,117,638,83,510,45,4
,Tusculum,"2,805",0,0,0,0,0,4,1,3,0,0
,Union City,"10,340",83,1,8,6,68,522,77,419,26,5
,Vonore,"1,539",8,0,1,0,7,71,8,58,5,0
,Wartburg,896,1,0,1,0,0,9,0,7,2,0
,Wartrace,692,2,0,0,0,2,1,0,1,0,0
,Watertown,"1,519",1,0,0,0,1,13,6,6,1,0
,Waverly,"4,081",4,0,0,0,4,60,9,50,1,0
,Waynesboro,"2,307",12,0,0,0,12,18,10,4,4,1
,Westmoreland,"2,431",6,0,0,0,6,6,0,4,2,0
,White Bluff,"3,659",7,0,1,0,6,40,7,29,4,0
,White House,"12,822",19,0,1,2,16,161,9,144,8,0
,White Pine,"2,356",2,0,0,0,2,72,5,63,4,0
,Whiteville,"4,466",4,0,0,1,3,23,14,9,0,0
,Whitwell,"1,723",3,0,1,0,2,21,2,11,8,1
